ean;ubicación;articulo;color;talla;posiciontalla;descripcion producto;descripcion color;temporada;;no.orden;cliente;nombre cliente;cantidad;servida;operario;status;fecha;hora;caja
8445962774286;03-001/005;2612PT05;000306;42;5;JEANS MUJER REGULAR TACHAS;BLACK DENIM;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:01;CJ000304449
8445962758019;03-004/006;2521TR13;000015;L;3;Jersey Punto;ROJO / RED;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:01;CJ000304449
8445962734150;03-014/020;2521PT30;000300;30;2;Jeans Stretch Regular Fit;AZUL CL / LIGHT BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:01;CJ000304449
8445962734167;03-014/020;2521PT30;000300;32;3;Jeans Stretch Regular Fit;AZUL CL / LIGHT BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:01;CJ000304449
8445962758125;03-017/019;2521TR13;000030;XL;4;Jersey Punto;CRUDO / OFF-WHITE;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:01;CJ000304449
8445962759849;03-044/046;2521TR42;000323;XL;4;Jersey Punto;MULTICOLOR / MULTI-C;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:01;CJ000304449
8445962728111;03-058/060;2521JA41;000006;M;2;Cazadora;AZUL / BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:01;CJ000304449
8445962768407;04-000/006;2611JA09;000003;XL;4;CAZADORA EFECTO PIEL CORTA LIGERA BIKER;BLACK;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:01;CJ000304449
8445962726124;04-026;2521JA10;000061;S;1;Cazadora Efecto Piel;OLIVA / OLIVE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:01;CJ000304449
8445962726148;04-026;2521JA10;000061;L;3;Cazadora Efecto Piel;OLIVA / OLIVE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:02;CJ000304449
8445962726162;04-026;2521JA10;000061;XXL;5;Cazadora Efecto Piel;OLIVA / OLIVE;I26;;1111087088;00000041;K41 - SANTANDER;2;0;000052;D;20251215;14:02;CJ000304449
8445962728074;04-028;2521JA41;000003;XL;4;Cazadora;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;3;0;000052;D;20251215;14:04;CJ000304449
8445962730879;04-032/036;2521JA45;000130;L;3;Cazadora;GRIS PERLA / PEARL G;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:05;CJ000304449
8445962731029;04-049/055;2521JA46;000003;XL;4;Cazadora Acolchada;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:05;CJ000304449
8445962765925;04-066;2611TR09;000030;M;2;JERSEY HIGH NECK ALGODON STRIPES-BLOCK;CRUDO / OFF-WHITE;V26;https://krsfotos.s4tcloud.com/v24/2611TR09_000030_1.jpg;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:05;CJ000304190
8445962765932;04-066;2611TR09;000030;L;3;JERSEY HIGH NECK ALGODON STRIPES-BLOCK;CRUDO / OFF-WHITE;V26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:05;CJ000304190
8445962765949;04-066;2611TR09;000030;XL;4;JERSEY HIGH NECK ALGODON STRIPES-BLOCK;CRUDO / OFF-WHITE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:06;CJ000304190
8445962765970;04-066;2611TR09;000039;M;2;JERSEY HIGH NECK ALGODON STRIPES-BLOCK;NAVY;V26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:06;CJ000304190
8445962748423;05-002;2521ML22;000012;M;2;Camiseta Manga Larga;VERDE OSCURO / DARK ;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:06;CJ000304190
8445962748430;05-002;2521ML22;000012;L;3;Camiseta Manga Larga;VERDE OSCURO / DARK ;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:06;CJ000304190
8445962742513;05-003/005;2522SU57;000030;M;3;SUDADERA MUJER CUELLO ALTO BORDADA;CRUDO / OFF-WHITE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:06;CJ000304190
8445962749963;05-008/010;2521TR59;000128;S;1;Jersey Punto;VISON / MINK LIGHT B;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:06;CJ000304190
8445962726780;05-043/045;2521PT85;000301;XL;4;Pantalón Jogger;AZUL MED / MEDIUM BL;I26;;1111087088;00000041;K41 - SANTANDER;2;0;000052;D;20251215;14:06;CJ000304190
8445962754394;05-056;2524JA03;000030;10;3;CHAQUETA DE NIÑO DE PUNTO CON CAPUCHA;CRUDO / OFF-WHITE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:06;CJ000304190
8445962775924;06-000;2611PT29;000302;28;1;JEANS DENIM REGULAR;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:07;CJ000304190
8445962732910;06-005;2521CL58;000019;L;3;Sobrecamisa;MARRON / BROWN;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:07;CJ000304190
8445962760340;06-031/033;2521TR50;000072;XL;4;Jersey Punto;COBALTO / DARK BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:07;CJ000304190
8445962767448;07-000;2611PT63;000300;32;3;JEANS DENIM SLIM  BIKER;AZUL CL / LIGHT BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:07;CJ000304190
8445962739544;07-001;2522ML11;000003;M;3;CAMISETA MUJER MANGA LARGA ESTAMPADA;BLACK;I26;https://krsfotos.s4tcloud.com/v25/2522ML11_000003_1.jpg;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:07;CJ000304190
8445962741806;07-002/004;2522PT10;000306;36;2;JEANS MUJER REGULAR PUSH UP PRINT ANIMAL;BLACK DENIM;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:08;CJ000304190
8445962733948;07-011/021;2521PT37;000302;30;2;Jeans Workwear Regular Fit;AZUL OSC / DARK BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:08;CJ000304190
8445962744623;07-029/031;2521SU22;000039;M;2;Sudadera;NAVY;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:08;CJ000304190
8445962755094;07-036;2524PT01;000010;12;4;PANTALÓN DE NIÑO JOGGER KNIT DENIM;VERDE / GREEN;I26;;1111087088;00000041;K41 - SANTANDER;3;0;000052;D;20251215;14:08;CJ000304190
8445962739186;07-037;2522JA07;000014;XXL;6;CHAQUETA MUJER ACOLCHADA CON CUELLO;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:08;CJ000304190
8445962748638;07-046;2521ML65;000014;L;3;Camiseta Manga Larga;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:08;CJ000304190
8445962749628;07-048/050;2521ML09;000003;M;2;Camiseta Manga Larga;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:08;CJ000304190
8445962749635;07-048/050;2521ML09;000003;L;3;Camiseta Manga Larga;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:08;CJ000304190
8445962775405;07-051/055;2612PT10;000301;42;5;JEANS DENIM FLARE EMBROIDERY;AZUL MED / MEDIUM BL;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:09;CJ000304190
8445962727213;07-057/067;2521JA16;000014;L;3;Cazadora Acolchada;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:09;CJ000304190
8445962753106;08-003/005;2521TR17;000003;L;3;Jersey Punto;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:09;CJ000304190
8445962730213;08-004/008;2521JA61;000027;M;2;Cazadora Acolchada;AMARILLO / YELLOW;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:09;CJ000304190
8445962732330;08-007/011;2521PT87;000003;M;2;Pantalón Jogger;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;2;0;000052;D;20251215;14:10;CJ000304191
8445962745699;08-008;2522JA04;000014;XL;5;CHAQUETA MUJER ACOLCHADA CON CAPUCHA;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:10;CJ000304191
8445962762221;08-010/018;2522TR74;000001;XS;1;JERSEY MUJER PUNTO PELO TEXTURA;BLANCO / WHITE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:11;CJ000304191
8445962747815;08-020/022;2521ML08;000123;M;2;Camiseta Manga Larga;INDIGO BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:11;CJ000304191
8445962747822;08-020/022;2521ML08;000123;L;3;Camiseta Manga Larga;INDIGO BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:12;CJ000304191
8445962747020;08-042/048;2521JA75;000003;M;2;Chaqueta Acolchada de Felpa;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:13;CJ000304191
8445962767615;08-047/055;2611PT31;000301;30;2;JEANS DENIM REGULAR;AZUL MED / MEDIUM BL;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:13;CJ000304191
8445962767622;08-047/055;2611PT31;000301;32;3;JEANS DENIM REGULAR;AZUL MED / MEDIUM BL;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:13;CJ000304191
8445962754981;08-066;2524ML04;000014;10;3;CAMISETA DE NIÑO MANGA LARGA;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:13;CJ000304191
8445962776013;09-002/006;2611PT30;000300;32;3;JEANS DENIM REGULAR;AZUL CL / LIGHT BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:13;CJ000304191
8445962733580;09-020/026;2521PT22;000302;28;1;Jeans Biker Skinny Fit;AZUL OSC / DARK BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:13;CJ000304191
8445962744050;09-025/029;2521SU13;000015;S;1;Sudadera;ROJO / RED;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:14;CJ000304191
8445962762757;09-028;2522TR26;000006;L;4;JERSEY MUJER PUNTO PELO SUAVE LISTADO;AZUL / BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:14;CJ000304191
8445962748157;09-032/034;2521ML12;000006;L;3;Camiseta Manga Larga;AZUL / BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:15;CJ000304191
8445962748164;09-032/034;2521ML12;000006;XL;4;Camiseta Manga Larga;AZUL / BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:15;CJ000304191
8445962733047;09-038/042;2521PT10;000300;32;3;Jeans Slim Fit;AZUL CL / LIGHT BLUE;I26;;1111087088;00000041;K41 - SANTANDER;3;0;000052;D;20251215;14:15;CJ000304191
8445962731289;09-042/050;2522SU02;000017;M;3;SUDADERA MUJER ABIERTA CON CAPUCHA ESTAM;GRANATE / MAROON;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:15;CJ000304191
8445962732385;09-056/060;2521PT87;000010;M;2;Pantalón Jogger;VERDE / GREEN;I26;;1111087088;00000041;K41 - SANTANDER;3;3;000052;S;20251215;14:15;CJ000304191
8445962727398;10-007;2521JA18;000014;M;2;Cazadora Acolchada;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:15;CJ000304191
8445962727411;10-007;2521JA18;000014;XL;4;Cazadora Acolchada;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:15;CJ000304191
8445962753199;10-018/024;2521TR17;000139;M;2;Jersey Punto;OCRE / OCHRE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:16;CJ000304191
8445962733184;10-026/030;2521PT13;000307;32;3;Jeans Slim Fit;DENIM GRIS / GREY DE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:16;CJ000304191
8445962762689;10-031/033;2522TR24;000323;M;3;JERSEY MUJER PUNTO HILO METALIZADO;MULTICOLOR / MULTI-C;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:16;CJ000304191
8445962747433;10-039/041;2521ML00;000039;L;3;Camiseta Manga Larga;NAVY;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:16;CJ000304191
8445962767547;10-050/060;2611PT28;000306;28;1;JEANS DENIM REGULAR;BLACK DENIM;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:16;CJ000304191
8445962767554;10-050/060;2611PT28;000306;30;2;JEANS DENIM REGULAR;BLACK DENIM;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:17;CJ000304191
8445962761743;10-061;2522BI07;000046;UNI;1;PENDIENTES GRANDES COLGANTES;ORO / GOLD;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:17;CJ000304191
8445962731630;11-005/011;2521JA03;000019;XL;4;Cazadora Efecto Piel;MARRON / BROWN;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:17;CJ000304191
8445962733733;11-032/036;2521PT24;000302;30;2;Jeans Biker Skinny Fit;AZUL OSC / DARK BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:17;CJ000304191
8445962741912;11-040;2522PT21;000306;44;6;JEANS MUJER SLIM;BLACK DENIM;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:18;CJ000304191
8445962769268;12-001/003;2611SU10;000070;M;2;HIGH NECK ALGODON REGULAR PRINT HALF ZIP;GRIS CLARO VIGORÉ / ;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:18;CJ000304191
8445962744449;12-007/011;2521SU17;000073;M;2;Sudadera;PETROLEO / DARK GREE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:18;CJ000304191
8445962747297;12-013/025;2521JA58;000010;M;2;Cazadora Acolchada;VERDE / GREEN;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:19;CJ000304191
8445962775856;12-018/036;2611PT15;000302;28;1;JEANS DENIM SLIM KNIT DENIM;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:19;CJ000304191
8445962775863;12-018/036;2611PT15;000302;30;2;JEANS DENIM SLIM KNIT DENIM;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:19;CJ000304191
8445962775870;12-018/036;2611PT15;000302;32;3;JEANS DENIM SLIM KNIT DENIM;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:19;CJ000304191
8445962731562;12-021/023;2521JA08;000181;L;3;Cazadora Efecto Piel;MARRON OSCURO / DARK;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:19;CJ000304191
8445962747105;13-0000;2521JA84;000030;L;3;Chaqueta Sudadera;CRUDO / OFF-WHITE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:19;CJ000304191
8445962769015;13-003/007;2611SU06;000039;M;2;SUDADERA HIGH NECK ALGODON FANCY CROSS;NAVY;V26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:19;CJ000304191
8445962768988;13-009/013;2611SU06;000015;XL;4;SUDADERA HIGH NECK ALGODON FANCY CROSS;ROJO / RED;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:19;CJ000304191
8445962747242;13-015;2521JA95;000039;XL;4;Chaqueta Sudadera;NAVY;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:19;CJ000304191
8445962739223;14-016/018;2522JA07;000030;L;4;CHAQUETA MUJER ACOLCHADA CON CUELLO;CRUDO / OFF-WHITE;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:20;CJ000304191
8445962750594;14-020/022;2521JA72;000003;XL;4;Chaqueta Sudadera;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:20;CJ000304191
8445962776136;15-001/013;2611PT34;000302;28;1;JEANS DENIM REGULAR;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:20;CJ000304191
8445962776143;15-001/013;2611PT34;000302;30;2;JEANS DENIM REGULAR;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:20;CJ000304191
8445962776150;15-001/013;2611PT34;000302;32;3;JEANS DENIM REGULAR;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:20;CJ000304191
8445962746689;16-018/022;2522JA57;000014;S;2;CHAQUETA LARGA MUJER ACOLCHADA CAPUCHA;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:20;CJ000304191
8445962746726;16-018/022;2522JA57;000014;XXL;6;CHAQUETA LARGA MUJER ACOLCHADA CAPUCHA;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:23;CJ000304192
8445962776075;16-025/037;2611PT32;000302;30;2;JEANS DENIM REGULAR;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:23;CJ000304192
8445962776082;16-025/037;2611PT32;000302;32;3;JEANS DENIM REGULAR;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:23;CJ000304192
8445962776112;16-025/037;2611PT32;000302;38;6;JEANS DENIM REGULAR;AZUL OSC / DARK BLUE;V26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:24;CJ000304192
8445962728319;16-044;2521JA43;000014;M;2;Cazadora;KAKI / KHAKI;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:24;CJ000304192
8445962736598;A3-006;2522JA00;000003;XL;5;CHAQUETA MUJER COMBINADA ACOLCHADA;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:24;CJ000304192
8445962739124;A6-004;2522JA16;000017;XXL;6;CHAQUETA MOTERA MUJER EFECTO PIELTINTADA;GRANATE / MAROON;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:24;CJ000304192
8445962729880;A6-005;2521JA59;000130;S;1;Cazadora Acolchada;GRIS PERLA / PEARL G;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:24;CJ000304192
8445962729675;B1-002/B2-001;2521JA57;000184;XXL;5;CAZADORA ACOLCHADA;TOSTADO / TOASTED BR;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:24;CJ000304192
8445962727152;C4-001/C5-003;2521JA16;000003;L;3;Cazadora Acolchada;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:24;CJ000304192
8445962728265;D2-002/D3-001;2521JA42;000003;XL;4;Cazadora;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:24;CJ000304192
8445962729774;D3-002/D5-002;2521JA59;000008;M;2;Cazadora Acolchada;AZUL CLARO / LIGHT B;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:24;CJ000304192
8445962729835;D7-001;2521JA59;000015;M;2;Cazadora Acolchada;ROJO / RED;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:25;CJ000304192
8445962762634;D9-002/003;2522TR16;000003;L;4;JERSEY MUJER PUNTO JACQUARD ANIMAL;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:25;CJ000304192
8445962729330;E8-001/E9-003;2521JA56;000006;M;2;Cazadora Acolchada;AZUL / BLUE;I26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:25;CJ000304192
8445962729347;E8-001/E9-003;2521JA56;000006;L;3;Cazadora Acolchada;AZUL / BLUE;I26;;1111087088;00000041;K41 - SANTANDER;2;0;000052;D;20251215;14:25;CJ000304192
8445962739049;E8-003;2522JA13;000003;XL;5;CHAQUETA BIKER MUJER EFECTO PIEL BORDADA;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;2;0;000052;D;20251215;14:28;CJ000304193
8445962736727;E8-003;2522JA16;000006;L;4;CHAQUETA MOTERA MUJER EFECTO PIELTINTADA;AZUL / BLUE;I26;;1111087088;00000041;K41 - SANTANDER;2;0;000052;D;20251215;14:27;CJ000304193
8445962768544;F3-003/F5-002;2611JA09;000181;3XL;6;CAZADORA EFECTO PIEL CORTA LIGERA BIKER;MARRON OSCURO / DARK;V26;;1111087088;00000041;K41 - SANTANDER;1;0;000052;D;20251215;14:28;CJ000304193
8445962733900;G1-001/003;2521PT36;000301;36;5;Jeans Workwear Regular Fit;AZUL MED / MEDIUM BL;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:28;CJ000304193
8445962742834;G6-001/G7-003;2522JA54;000003;S;2;CHAQUETA MUJER ACOLCHADA CAPUCHA EXTRAIB;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:28;CJ000304199
8445962733375;H1-001;2521PT17;000302;28;1;Jeans Slim Fit;AZUL OSC / DARK BLUE;I26;;1111087088;00000041;K41 - SANTANDER;2;2;000052;S;20251215;14:29;CJ000304199
8445962733399;H1-001;2521PT17;000302;32;3;Jeans Slim Fit;AZUL OSC / DARK BLUE;I26;;1111087088;00000041;K41 - SANTANDER;3;3;000052;S;20251215;14:29;CJ000304199
8445962736642;H3-003/H5-003;2522JA12;000003;M;3;CHAQUETA MOTERA MUJER EFECTO PIEL;BLACK;I26;;1111087088;00000041;K41 - SANTANDER;1;1;000052;S;20251215;14:29;CJ000304199
